State1 Geometry
symmetry 0
    5
  0   0   2 -0.1261771520736913
  0   1   1 -1.4439093471956441
  0   1   2 1.0012614839565499
  0   2   1 1.4439093471956441
  0   2   2 1.0012614839565499
